/wiki/01100010_01110010_01110101_01110100_01100101_(Earth-616),Brute
/wiki/107_(Earth-616),107
/wiki/11-Ball_(Earth-616),11-Ball
/wiki/115_(Legion_Personality)_(Earth-616),115
/wiki/14_(Earth-616),14
/wiki/181_(Legion_Personality)_(Earth-616),181
/wiki/27_(Earth-616),27
/wiki/302_(Legion_Personality)_(Earth-616),302
/wiki/6-Ball_(Earth-616),6-Ball
/wiki/6R_(Earth-616),6R
/wiki/7-X9_(Earth-616),7-X9
/wiki/749_(Legion_Personality)_(Earth-616),749
/wiki/762_(Legion_Personality)_(Earth-616),762
/wiki/8-Ball_(Hobgoblin)_(Earth-616),8-Ball
/wiki/8-Ball_II_(Earth-616),8-Ball
/wiki/88_(Earth-616),88
/wiki/9-Ball_(Earth-616),9-Ball
/wiki/933_(Legion_Personality)_(Earth-616),933
/wiki/99_(Earth-616),99
/wiki/A_Friend_(Earth-616),A Friend
/wiki/A%27Kurru_U%27mbaya_(Earth-616),Icon
/wiki/A%27Lars_(Earth-616),Mentor
/wiki/A%27yin_(Earth-616),A'yin
/wiki/A-14_(Earth-616),Agent A-14
/wiki/A-Bomb_(Warp_World)_(Earth-616),A-Bomb
/wiki/A._G._Bell_(Earth-616),Phone Ranger
/wiki/A.C._O%27Connor_(Earth-616),Ace O'Connor
/wiki/A.P.E._(Earth-616),A.P.E.
/wiki/A3_(Earth-616),A3
/wiki/Aaidan_Blomfield_(Earth-616),Unicorn
/wiki/Aamshed_(Earth-616),Divinity Drake
/wiki/Aardvark_(Earth-616),Aardvark
/wiki/Aardwolf_(Hyena_Clan)_(Earth-616),Aardwolf
/wiki/Aarkus_(Earth-616),Vision
/wiki/Aaron_Cashin_(Earth-616),Snakebite
/wiki/Aaron_Chord_(Earth-616),Midnight's Fire
/wiki/Aaron_English_(Earth-616),Dollar Bill
/wiki/Aaron_Fischer_(Earth-616),Captain America
/wiki/Aaron_Isaacs_(Earth-616),Isaac Aaronson
/wiki/Aaron_Nicholson_(Earth-616),Answer
/wiki/Aaron_Salomon_(Earth-616),Slither
/wiki/Aaron_Soames_(Earth-616),Mauler
/wiki/Aaron_Stack_(Earth-616),Machine Man
/wiki/Aaron_Stack_(Impostor)_(Earth-616),Machine Man
/wiki/Aaron_Verne_(Earth-616),Locus
/wiki/Aban_(Earth-616),Kid A
/wiki/Abbas_al-Abbad_(Earth-616),Abacus
/wiki/Abd-el-Hazred_(Earth-616),A
/wiki/Abdi_(Earth-616),President Abdi
/wiki/Abdul_Faoul_(Earth-616),Scarlet Scarab
/wiki/Abdul_Hurani_(Earth-616),Sheik Abdul Hurani
/wiki/Abdul_Qamar_(Earth-616),Arabian Knight
/wiki/Aberdeen_Angus_(Earth-616),Aberdeen Angus
/wiki/Abigail_Boylen_(Earth-616),Cloud 9
/wiki/Abigail_Brand_(Earth-616),Abigail Brand
/wiki/Abigail_Burns_(Earth-616),Red Peril
/wiki/Abigail_Dunton_(Earth-616),Visioneer
/wiki/Abigail_Tyler_(Earth-616),Abby Tyler
/wiki/Abigail_Wright_(Earth-616),Mercy
/wiki/Abira_(Earth-616),Logomancer
/wiki/Abner_(Mutant)_(Earth-616),Bugeye
/wiki/Abner_Jenkins_(Earth-616),MACH-X
/wiki/Abner_Jonas_(Earth-616),Organizer
/wiki/Abner_Little_(Earth-616),Mister Little
/wiki/Abomination_(Morlock)_(Earth-616),"Abomination"
/wiki/Abra_and_Cadabra_(Earth-616),Abra and Cadabra
/wiki/Abraham_Adamson_(Earth-616),Abe Adamson
/wiki/Abraham_Beame_(Earth-616),Abe Beame
/wiki/Abraham_Brown_(Earth-616),Abe Brown
/wiki/Abraham_Cabot_(Earth-616),Abe Cabot
/wiki/Abraham_Erskine_(Earth-616),Dr. Joseph Reinstein
/wiki/Abraham_James_(Earth-616),Hotshot
/wiki/Abraham_Kieros_(Earth-616),War
/wiki/Abraham_Klein_(Earth-616),Abe Klein
/wiki/Abraham_Stoker_(Earth-616),Bram Stoker
/wiki/Abraham_Verne_(Earth-616),Caput
/wiki/Abraham_Wilson_(Heroes_Reborn)_(Earth-616),Abe Wilson
/wiki/Abraham_Zimmer_(Earth-616),Abe Zimmer
/wiki/Absalom_(Earth-616),Absalom
